product_id,image_path,colour,design,title,price,fabric,brand,seg_path,design_source
7991710810292,images/7991710810292.jpg,beige,embroidered,RTW | SHIRT,2919,RAW SILK,alkaram,images_seg/7991710810292.png,clip
7991710744756,images/7991710744756.jpg,purple,solid,RTW | SHIRT & TROUSER,3634,COTTON SILK,alkaram,images_seg/7991710744756.png,clip
7991710679220,images/7991710679220.jpg,yellow,embroidered,RTW | SHIRT & CULOTTE,4869,RAW SILK,alkaram,images_seg/7991710679220.png,clip
7991710646452,images/7991710646452.jpg,blue,printed,RTW | SHIRT,3374,RAW SILK,alkaram,images_seg/7991710646452.png,clip
7991710613684,images/7991710613684.jpg,blue,printed,RTW | BOOTCUT PANTS,1489,RAW SILK,alkaram,images_seg/7991710613684.png,clip
7991710580916,images/7991710580916.jpg,green,printed,RTW | SHIRT & TROUSER,3569,CAMBRIC,alkaram,images_seg/7991710580916.png,clip
7991710515380,images/7991710515380.jpg,blue,embroidered,RTW | SHIRT & CULOTTE,4479,LUREX,alkaram,images_seg/7991710515380.png,clip
7991710482612,images/7991710482612.jpg,multi,printed,RTW | SHIRT,1791,CAMBRIC,alkaram,images_seg/7991710482612.png,clip
7991710449844,images/7991710449844.jpg,pink,embroidered,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7991710449844.png,clip
7991710417076,images/7991710417076.jpg,peach,embroidered,RTW | SHIRT & CULOTTE,3894,COTTON SILK,alkaram,images_seg/7991710417076.png,clip
7991710384308,images/7991710384308.jpg,blue,printed,RTW | SHIRT & SHALWAR,3968,POLY LAWN,alkaram,images_seg/7991710384308.png,clip
7991710318772,images/7991710318772.jpg,green,embroidered,RTW | SHIRT,3368,IRISH,alkaram,images_seg/7991710318772.png,clip
7991710286004,images/7991710286004.jpg,green,embroidered,RTW | SHIRT & SHALWAR,4943,IRISH,alkaram,images_seg/7991710286004.png,clip
7991710253236,images/7991710253236.jpg,yellow,embroidered,RTW | SHIRT,1791,CAMBRIC,alkaram,images_seg/7991710253236.png,clip
7991710187700,images/7991710187700.jpg,multi,printed,RTW | SHIRT,1791,CAMBRIC,alkaram,images_seg/7991710187700.png,clip
7991710154932,images/7991710154932.jpg,green,printed,RTW | SHIRT & CULOTTE,4418,CREPE,alkaram,images_seg/7991710154932.png,clip
7991710122164,images/7991710122164.jpg,multi,embroidered,RTW | SHIRT & CULOTTE,3244,JACQUARD,alkaram,images_seg/7991710122164.png,clip
7983890399412,images/7983890399412.jpg,white,printed,RTW | SHIRT & CULLOTE,4418,POLY LAWN,alkaram,images_seg/7983890399412.png,clip
7983890366644,images/7983890366644.jpg,black,embroidered,RTW | SHIRT,2464,IRISH,alkaram,images_seg/7983890366644.png,clip
7983890333876,images/7983890333876.jpg,black,printed,RTW | TROUSER,1619,IRISH,alkaram,images_seg/7983890333876.png,clip
7983890301108,images/7983890301108.jpg,black,printed,RTW | SHIRT,2919,IRISH,alkaram,images_seg/7983890301108.png,clip
7983890268340,images/7983890268340.jpg,black,jacquard,RTW | CULOTTE,1489,LYCRA,alkaram,images_seg/7983890268340.png,clip
7983890235572,images/7983890235572.jpg,red,embroidered,RTW | SHIRT & TROUSER,3894,COTTON SILK,alkaram,images_seg/7983890235572.png,clip
7983890202804,images/7983890202804.jpg,black,jacquard,RTW | TROUSER,1359,LYCRA,alkaram,images_seg/7983890202804.png,clip
7983347761332,images/7983347761332.jpg,black,embroidered,RTW | TROUSER,1489,COTTON SILK,alkaram,images_seg/7983347761332.png,clip
7983347728564,images/7983347728564.jpg,black,printed,RTW | SHIRT & CULOTTE,3990,YARN DYED,alkaram,images_seg/7983347728564.png,clip
7983347695796,images/7983347695796.jpg,blue,printed,"RTW | SHIRT, CULOTTE & DUPATTA",5519,ZARI LAWN,alkaram,images_seg/7983347695796.png,clip
7983347663028,images/7983347663028.jpg,white,embroidered,RTW | SHIRT & CULOTTE,4479,ZARI LAWN,alkaram,images_seg/7983347663028.png,clip
7981594443956,images/7981594443956.jpg,grey,embroidered,RTW | SHIRT & BOOTCUT PANT,4609,IRISH,alkaram,images_seg/7981594443956.png,clip
7981559414964,images/7981559414964.jpg,purple,embroidered,RTW | SHIRT & TROUSER,3829,IRISH,alkaram,images_seg/7981559414964.png,clip
7981559382196,images/7981559382196.jpg,white,embroidered,RTW | TROUSER,1489,COTTON SILK,alkaram,images_seg/7981559382196.png,clip
7981559349428,images/7981559349428.jpg,lilac,printed,RTW  | SHIRT,2464,IRISH,alkaram,images_seg/7981559349428.png,clip
7981559283892,images/7981559283892.jpg,lilac,printed,RTW  | SHIRT,2529,IRISH,alkaram,images_seg/7981559283892.png,clip
7981559218356,images/7981559218356.jpg,multi,printed,RTW  | SHIRT & TROUSER,5064,DOBBY,alkaram,images_seg/7981559218356.png,clip
7981559185588,images/7981559185588.jpg,beige,embroidered,RTW  | SHIRT & CULOTTE,3894,JACQUARD,alkaram,images_seg/7981559185588.png,clip
7981559152820,images/7981559152820.jpg,beige,printed,RTW  | SHIRT & CULOTTE,4414,JACQUARD,alkaram,images_seg/7981559152820.png,clip
7981559120052,images/7981559120052.jpg,purple,printed,RTW  | SHIRT & TROUSER,4804,JACQUARD,alkaram,images_seg/7981559120052.png,clip
7981559087284,images/7981559087284.jpg,lilac,jacquard,RTW  | BOOTCUT PANT,1749,IRISH,alkaram,images_seg/7981559087284.png,clip
7981559054516,images/7981559054516.jpg,black,printed,RTW  | SHIRT & CULOTTE,3569,CAMBRIC,alkaram,images_seg/7981559054516.png,clip
7981559021748,images/7981559021748.jpg,green,printed,RTW  | SHIRT & TROUSER,3764,CAMBRIC,alkaram,images_seg/7981559021748.png,clip
7981558956212,images/7981558956212.jpg,multi,printed,RTW  | SHIRT,2009,CAMBRIC,alkaram,images_seg/7981558956212.png,clip
7981558923444,images/7981558923444.jpg,blue,embroidered,RTW  | SHIRT & CULOTTE,4934,JACQUARD,alkaram,images_seg/7981558923444.png,clip
7981558890676,images/7981558890676.jpg,blue,printed,RTW  | SHIRT,2009,CAMBRIC,alkaram,images_seg/7981558890676.png,clip
7981558857908,images/7981558857908.jpg,multi,printed,RTW  | SHIRT,1944,CAMBRIC,alkaram,images_seg/7981558857908.png,clip
7981558825140,images/7981558825140.jpg,red,printed,RTW  | SHIRT,2009,CAMBRIC,alkaram,images_seg/7981558825140.png,clip
7981558792372,images/7981558792372.jpg,pink,embroidered,RTW  | SHIRT & CULOTTE,3569,YARN DYED,alkaram,images_seg/7981558792372.png,clip
7981558759604,images/7981558759604.jpg,grey,printed,RTW  | SHIRT,2854,CAMBRIC,alkaram,images_seg/7981558759604.png,clip
7981558726836,images/7981558726836.jpg,grey,printed,RTW  | SHIRT,3049,CAMBRIC,alkaram,images_seg/7981558726836.png,clip
7981558694068,images/7981558694068.jpg,brown,printed,RTW  | BOOTCUT PANT,1879,JACQUARD,alkaram,images_seg/7981558694068.png,clip
7981558661300,images/7981558661300.jpg,brown,printed,RTW  | SHIRT,2399,JACQUARD,alkaram,images_seg/7981558661300.png,clip
7981558628532,images/7981558628532.jpg,grey,jacquard,RTW  | TROUSER,1944,CAMBRIC,alkaram,images_seg/7981558628532.png,clip
7981558595764,images/7981558595764.jpg,blue,embroidered,"RTW  | SHIRT, CULOTTE & DUPATTA",5844,DOBBY,alkaram,images_seg/7981558595764.png,clip
7981558562996,images/7981558562996.jpg,black,printed,"RTW  | SHIRT, CULOTTE & DUPATTA",5324,COTTON SILK,alkaram,images_seg/7981558562996.png,clip
7981558497460,images/7981558497460.jpg,black,embroidered,RTW  | SHALWAR,1944,COTTON SILK,alkaram,images_seg/7981558497460.png,clip
7981558464692,images/7981558464692.jpg,pink,embroidered,RTW  | SHIRT & CULOTTE,3569,IRISH,alkaram,images_seg/7981558464692.png,clip
7981558431924,images/7981558431924.jpg,beige,embroidered,RTW  | SHIRT & CULOTTE,3569,YARN DYED,alkaram,images_seg/7981558431924.png,clip
7981558366388,images/7981558366388.jpg,yellow,solid,"RTW  | SHIRT, TROUSER & DUPATTA",7144,JACQUARD,alkaram,images_seg/7981558366388.png,clip
7981558333620,images/7981558333620.jpg,beige,embroidered,"RTW  | SHIRT, TROUSER & DUPATTA",4739,IRISH,alkaram,images_seg/7981558333620.png,clip
7981558300852,images/7981558300852.jpg,green,solid,RTW  | SHIRT & FARSHI SHALWAR,4284,LAWN,alkaram,images_seg/7981558300852.png,clip
7981558268084,images/7981558268084.jpg,beige,embroidered,RTW  | SHIRT,3894,MALAI LAWN,alkaram,images_seg/7981558268084.png,clip
7981558235316,images/7981558235316.jpg,black,jacquard,RTW  | SHALWAR,1749,COTTON SILK,alkaram,images_seg/7981558235316.png,clip
7981558202548,images/7981558202548.jpg,white,printed,"RTW  | SHIRT, CULOTTE & DUPATTA",5519,ZARI LAWN,alkaram,images_seg/7981558202548.png,clip
7981558137012,images/7981558137012.jpg,red,embroidered,"RTW  | SHIRT, TROUSER & DUPATTA",7990,IRISH,alkaram,images_seg/7981558137012.png,clip
7981558104244,images/7981558104244.jpg,black,embroidered,"RTW  | SHIRT, SHALWAR & DUPATTA",5389,IRISH,alkaram,images_seg/7981558104244.png,clip
7981558071476,images/7981558071476.jpg,green,embroidered,"RTW  | SHIRT, CULOTTE & DUPATTA",6039,RAW SILK,alkaram,images_seg/7981558071476.png,clip
7981558038708,images/7981558038708.jpg,beige,embroidered,RTW  | SHIRT & CULOTTE,4219,COTTON SILK,alkaram,images_seg/7981558038708.png,clip
7981558005940,images/7981558005940.jpg,green,jacquard,RTW  | SHIRT & TROUSER,3569,YARN DYED,alkaram,images_seg/7981558005940.png,clip
7981557973172,images/7981557973172.jpg,white,embroidered,RTW  | TROUSER,1491,LYCRA,alkaram,images_seg/7981557973172.png,clip
7981557940404,images/7981557940404.jpg,white,embroidered,RTW  | SHIRT & CULOTTE,4544,YARN DYED,alkaram,images_seg/7981557940404.png,clip
7981557907636,images/7981557907636.jpg,black,printed,RTW  | PANTS,1791,CAMBRIC,alkaram,images_seg/7981557907636.png,clip
7981557874868,images/7981557874868.jpg,black,printed,RTW  | SHIRT,2594,TWOWAY SLUB,alkaram,images_seg/7981557874868.png,clip
7981557842100,images/7981557842100.jpg,black,printed,RTW  | SHIRT,2659,TWOWAY SLUB,alkaram,images_seg/7981557842100.png,clip
7981557809332,images/7981557809332.jpg,green,embroidered,RTW  | SHIRT & CULOTTE,4284,JACQUARD,alkaram,images_seg/7981557809332.png,clip
7981557776564,images/7981557776564.jpg,black,printed,"RTW  | SHIRT, TROUSER & DUPATTA",5790,CAMBRIC,alkaram,images_seg/7981557776564.png,clip
7981557743796,images/7981557743796.jpg,blue,printed,"RTW  | SHIRT, CULOTTE & DUPATTA",4999,IRISH,alkaram,images_seg/7981557743796.png,clip
7981557711028,images/7981557711028.jpg,pink,embroidered,RTW  | SHIRT & CULOTTE,3244,COTTON SILK,alkaram,images_seg/7981557711028.png,clip
7981557678260,images/7981557678260.jpg,white,embroidered,RTW  | SHALWAR,1944,COTTON SILK,alkaram,images_seg/7981557678260.png,clip
7981557579956,images/7981557579956.jpg,pink,embroidered,RTW  | SHIRT & CULOTTE,3518,YARN DYED,alkaram,images_seg/7981557579956.png,clip
7981557547188,images/7981557547188.jpg,black,embroidered,RTW  | SHIRT & CULOTTE,4349,COTTON SILK,alkaram,images_seg/7981557547188.png,clip
7981557514420,images/7981557514420.jpg,green,embroidered,RTW  | SHIRT & CULOTTE,4544,CAMBRIC,alkaram,images_seg/7981557514420.png,clip
7981557481652,images/7981557481652.jpg,white,embroidered,RTW  | SHIRT & CULOTTE,4219,JACQUARD,alkaram,images_seg/7981557481652.png,clip
7981557448884,images/7981557448884.jpg,orange,printed,RTW  | SHIRT,2139,CAMBRIC,alkaram,images_seg/7981557448884.png,clip
7978288316596,images/7978288316596.jpg,orange,printed,RTW  | SHIRT & CULOTTE,4414,IRISH,alkaram,images_seg/7978288316596.png,clip
7978288251060,images/7978288251060.jpg,maroon,printed,RTW  | SHIRT,3179,JACQUARD,alkaram,images_seg/7978288251060.png,clip
7978288185524,images/7978288185524.jpg,green,printed,RTW  | SHIRT,3569,RAW SILK,alkaram,images_seg/7978288185524.png,clip
7978288152756,images/7978288152756.jpg,orange,solid,RTW  | SHIRT,2074,YARN DYED,alkaram,images_seg/7978288152756.png,clip
7978288119988,images/7978288119988.jpg,white,embroidered,"RTW  | SHIRT, TROUSER & DUPATTA",5584,IRISH,alkaram,images_seg/7978288119988.png,clip
7978288087220,images/7978288087220.jpg,blue,embroidered,RTW  | SHIRT,2454,CAMBRIC,alkaram,images_seg/7978288087220.png,clip
7978288054452,images/7978288054452.jpg,brown,solid,RTW  | SHIRT & CULOTTE,3244,CAMBRIC,alkaram,images_seg/7978288054452.png,clip
7978288021684,images/7978288021684.jpg,white,printed,"RTW  | SHIRT, TROUSER & DUPATTA",4999,CAMBRIC,alkaram,images_seg/7978288021684.png,clip
7978287988916,images/7978287988916.jpg,pink,printed,RTW  | SHIRT & DUPATTA,3894,COTTON SILK,alkaram,images_seg/7978287988916.png,clip
7978287956148,images/7978287956148.jpg,green,embroidered,"RTW  | SHIRT, TROUSER & DUPATTA",5844,ZARI LAWN,alkaram,images_seg/7978287956148.png,clip
7978287923380,images/7978287923380.jpg,blue,solid,RTW  | SHIRT & CULOTTE,3594,DYED,alkaram,images_seg/7978287923380.png,clip
7976207024308,images/7976207024308.jpg,red,embroidered,"RTW | SHIRT, TROUSER & DUPATTA",7469,LAWN,alkaram,images_seg/7976207024308.png,clip
7976206991540,images/7976206991540.jpg,purple,embroidered,RTW | SHIRT & TROUSER,4219,ZARI LAWN,alkaram,images_seg/7976206991540.png,clip
7976206958772,images/7976206958772.jpg,white,embroidered,RTW | TROUSER,1229,LYCRA,alkaram,images_seg/7976206958772.png,clip
7976206926004,images/7976206926004.jpg,pink,embroidered,RTW | SHIRT & CULOTTE,3569,CAMBRIC,alkaram,images_seg/7976206926004.png,clip
7976206827700,images/7976206827700.jpg,blue,solid,RTW | SHIRT & TROUSER,3594,CAMBRIC,alkaram,images_seg/7976206827700.png,clip
7976206696628,images/7976206696628.jpg,blue,printed,"RTW | SHIRT, TROUSER & DUPATTA",4544,CAMBRIC,alkaram,images_seg/7976206696628.png,clip
7976206631092,images/7976206631092.jpg,pink,embroidered,RTW | SHIRT/TROUSER,3569,IRISH,alkaram,images_seg/7976206631092.png,clip
7976206598324,images/7976206598324.jpg,pink,embroidered,RTW | SHIRT,5194,IRISH,alkaram,images_seg/7976206598324.png,clip
7976206565556,images/7976206565556.jpg,blue,embroidered,RTW | SHIRT & CULOTTE,4024,JACQUARD,alkaram,images_seg/7976206565556.png,clip
7976206532788,images/7976206532788.jpg,purple,printed,RTW | SHIRT & CULLOTE,3829,JACQUARD,alkaram,images_seg/7976206532788.png,clip
7976206500020,images/7976206500020.jpg,black,printed,RTW | SHIRT,2204,CAMBRIC,alkaram,images_seg/7976206500020.png,clip
7976206467252,images/7976206467252.jpg,black,printed,"RTW | SHIRT, CULOTTE & DUPATTA",6990,CAMBRIC,alkaram,images_seg/7976206467252.png,clip
7976206434484,images/7976206434484.jpg,maroon,embroidered,"RTW | SHIRT, TROUSER & DUPATTA",5844,DOBBY,alkaram,images_seg/7976206434484.png,clip
7976206401716,images/7976206401716.jpg,green,embroidered,RTW | SHIRT & TROUSER,4544,ZARI LAWN,alkaram,images_seg/7976206401716.png,clip
7973914607796,images/7973914607796.jpg,white,solid,RTW | SHIRT & CULOTTE,3439,YARN DYED,alkaram,images_seg/7973914607796.png,clip
7973914509492,images/7973914509492.jpg,beige,embroidered,RTW | SHIRT & CULOTTE,4284,CAMBRIC,alkaram,images_seg/7973914509492.png,clip
7973914443956,images/7973914443956.jpg,yellow,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7973914443956.png,clip
7973914411188,images/7973914411188.jpg,pink,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7973914411188.png,clip
7973914345652,images/7973914345652.jpg,pink,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7973914345652.png,clip
7973914312884,images/7973914312884.jpg,green,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7973914312884.png,clip
7973914280116,images/7973914280116.jpg,multi,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7973914280116.png,clip
7973914247348,images/7973914247348.jpg,yellow,printed,"RTW | SHIRT, CULOTTE & DUPATTA",5324,IRISH,alkaram,images_seg/7973914247348.png,clip
7973368889524,images/7973368889524.jpg,black,embroidered,RTW | SHIRT & CULOTTE,4219,CAMBRIC,alkaram,images_seg/7973368889524.png,clip
7973368791220,images/7973368791220.jpg,black,embroidered,RTW | SHIRT,2590,CAMBRIC,alkaram,images_seg/7973368791220.png,clip
7973368725684,images/7973368725684.jpg,blue,printed,RTW | SHIRT,2139,CAMBRIC,alkaram,images_seg/7973368725684.png,clip
7973368692916,images/7973368692916.jpg,black,printed,RTW | SHIRT,2139,CAMBRIC,alkaram,images_seg/7973368692916.png,clip
7973368496308,images/7973368496308.jpg,beige,jacquard,Stitched - 3 Pc Printed Dobby Outft,5194,DOBBY,alkaram,images_seg/7973368496308.png,title
7970883207348,images/7970883207348.jpg,orange,printed,RTW | SHIRT,2789,IRISH,alkaram,images_seg/7970883207348.png,clip
7970883043508,images/7970883043508.jpg,grey,printed,"RTW | SHIRT, TROUSER & DUPATTA",4544,CAMBRIC,alkaram,images_seg/7970883043508.png,clip
7970882945204,images/7970882945204.jpg,red,embroidered,"RTW | SHIRT, TROUSER & DUPATTA",5194,CAMBRIC,alkaram,images_seg/7970882945204.png,clip
7970882879668,images/7970882879668.jpg,beige,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7970882879668.png,clip
7970882781364,images/7970882781364.jpg,purple,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7970882781364.png,clip
7970882715828,images/7970882715828.jpg,green,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7970882715828.png,clip
7970882650292,images/7970882650292.jpg,green,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7970882650292.png,clip
7970882584756,images/7970882584756.jpg,green,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7970882584756.png,clip
7970882453684,images/7970882453684.jpg,black,embroidered,"RTW | SHIRT, TROUSER & DUPATTA",4544,CAMBRIC,alkaram,images_seg/7970882453684.png,clip
7970882388148,images/7970882388148.jpg,green,embroidered,RTW | SHIRT,3569,YARN DYED,alkaram,images_seg/7970882388148.png,clip
7970882289844,images/7970882289844.jpg,pink,printed,RTW | SHIRT,2074,CAMBRIC,alkaram,images_seg/7970882289844.png,clip
7961241321652,images/7961241321652.jpg,green,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7961241321652.png,clip
7961241288884,images/7961241288884.jpg,black,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7961241288884.png,clip
7961241256116,images/7961241256116.jpg,yellow,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7961241256116.png,clip
7961241223348,images/7961241223348.jpg,multi,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7961241223348.png,clip
7961241190580,images/7961241190580.jpg,yellow,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7961241190580.png,clip
7961241157812,images/7961241157812.jpg,pink,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7961241157812.png,clip
7961241125044,images/7961241125044.jpg,green,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7961241125044.png,clip
7961241059508,images/7961241059508.jpg,multi,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7961241059508.png,clip
7961240961204,images/7961240961204.jpg,red,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7961240961204.png,clip
7961240928436,images/7961240928436.jpg,multi,printed,RTW | SHIRT,1791,LAWN,alkaram,images_seg/7961240928436.png,clip
7961205047476,images/7961205047476.jpg,green,printed,RTW | SHIRT & TROUSER,3894,IRISH,alkaram,images_seg/7961205047476.png,clip
7961204981940,images/7961204981940.jpg,green,printed,RTW | SHIRT & CULOTTE,5259,COTTON SILK,alkaram,images_seg/7961204981940.png,clip
7961204949172,images/7961204949172.jpg,white,embroidered,RTW | SHIRT & CULOTTE,4479,CAMBRIC,alkaram,images_seg/7961204949172.png,clip
7960544903348,images/7960544903348.jpg,yellow,printed,RTW | KURTI,2154,IRISH,alkaram,images_seg/7960544903348.png,clip
7960544870580,images/7960544870580.jpg,red,embroidered,RTW | CULOTTES,1619,RAW SILK,alkaram,images_seg/7960544870580.png,clip
7960544805044,images/7960544805044.jpg,green,jacquard,RTW | CULOTTES,1491,CAMBRIC,alkaram,images_seg/7960544805044.png,clip
7960544772276,images/7960544772276.jpg,green,embroidered,RTW | SHIRT,2139,CAMBRIC,alkaram,images_seg/7960544772276.png,clip
7960544739508,images/7960544739508.jpg,black,embroidered,RTW | SHIRT,2269,IRISH,alkaram,images_seg/7960544739508.png,clip
7960544673972,images/7960544673972.jpg,black,printed,RTW | CULOTTES,1424,IRISH,alkaram,images_seg/7960544673972.png,clip
7960544641204,images/7960544641204.jpg,beige,embroidered,"RTW | SHIRT, TROUSER & DUPATTA",5844,CAMBRIC,alkaram,images_seg/7960544641204.png,clip
7960544575668,images/7960544575668.jpg,green,printed,RTW | KURTI,2269,RAW SILK,alkaram,images_seg/7960544575668.png,clip
7960544542900,images/7960544542900.jpg,green,printed,RTW | CULOTTES,1491,RAW SILK,alkaram,images_seg/7960544542900.png,clip
7960544510132,images/7960544510132.jpg,green,printed,RTW | KURTI,3114,RAW SILK,alkaram,images_seg/7960544510132.png,clip
7960544477364,images/7960544477364.jpg,blue,printed,RTW | SHIRT & TROUSER,3699,CAMBRIC,alkaram,images_seg/7960544477364.png,clip
7960544411828,images/7960544411828.jpg,grey,embroidered,RTW | SHIRT & DUPATTA,3244,JACQUARD,alkaram,images_seg/7960544411828.png,clip
7960544346292,images/7960544346292.jpg,yellow,printed,RTW | SHIRT & DUPATTA,4674,COTTON SILK,alkaram,images_seg/7960544346292.png,clip
7960544247988,images/7960544247988.jpg,white,printed,RTW | SHIRT & TROUSER,4024,CAMBRIC,alkaram,images_seg/7960544247988.png,clip
7960544215220,images/7960544215220.jpg,pink,printed,RTW | SHIRT,2464,COTTON SILK,alkaram,images_seg/7960544215220.png,clip
7960544149684,images/7960544149684.jpg,white,embroidered,RTW | SHIRT,2984,JACQUARD,alkaram,images_seg/7960544149684.png,clip
7960544084148,images/7960544084148.jpg,blue,printed,RTW | SHIRT & CULOTTE,3829,CAMBRIC,alkaram,images_seg/7960544084148.png,clip
7960544051380,images/7960544051380.jpg,rust,printed,"RTW | SHIRT, CULOTTE & DUPATTA",4999,CAMBRIC,alkaram,images_seg/7960544051380.png,clip
7960544018612,images/7960544018612.jpg,white,embroidered,RTW | SHIRT & TROUSER,4284,CAMBRIC,alkaram,images_seg/7960544018612.png,clip
7960543953076,images/7960543953076.jpg,pink,embroidered,RTW | SHIRT & CULOTTE,3439,CAMBRIC,alkaram,images_seg/7960543953076.png,clip
7960543920308,images/7960543920308.jpg,black,printed,RTW | SHIRT,2724,IRISH,alkaram,images_seg/7960543920308.png,clip
7960543789236,images/7960543789236.jpg,green,embroidered,RTW | SHIRT,2334,CAMBRIC,alkaram,images_seg/7960543789236.png,clip
7960543756468,images/7960543756468.jpg,green,embroidered,RTW | SHIRT,2919,CAMBRIC,alkaram,images_seg/7960543756468.png,clip
7960543658164,images/7960543658164.jpg,pink,printed,RTW | SHIRT,2724,CAMBRIC,alkaram,images_seg/7960543658164.png,clip
7960543625396,images/7960543625396.jpg,pink,printed,RTW | SHIRT & DUPATTA,4284,CAMBRIC,alkaram,images_seg/7960543625396.png,clip
7960543559860,images/7960543559860.jpg,blue,printed,RTW | SHIRT,2724,CAMBRIC,alkaram,images_seg/7960543559860.png,clip
7960543264948,images/7960543264948.jpg,black,embroidered,RTW | SHIRT,3244,CAMBRIC,alkaram,images_seg/7960543264948.png,clip
7960543166644,images/7960543166644.jpg,beige,embroidered,RTW | SHIRT & TROUSER,4414,CAMBRIC,alkaram,images_seg/7960543166644.png,clip
7960543133876,images/7960543133876.jpg,black,embroidered,RTW | SHIRT & TROUSER,4284,CAMBRIC,alkaram,images_seg/7960543133876.png,clip
7960543068340,images/7960543068340.jpg,pink,embroidered,RTW | SHIRT & CULOTTE,4739,YARN DYED,alkaram,images_seg/7960543068340.png,clip
7960542970036,images/7960542970036.jpg,white,printed,RTW | SHIRT & CULOTTE,3439,LINEN,alkaram,images_seg/7960542970036.png,clip
7960542937268,images/7960542937268.jpg,pink,embroidered,RTW | SHIRT & TROUSER,4219,CAMBRIC,alkaram,images_seg/7960542937268.png,clip
7953716740276,images/7953716740276.jpg,pink,embroidered,RTW | SHIRT & TROUSER,4219,ZARI LAWN,alkaram,images_seg/7953716740276.png,clip
7953716641972,images/7953716641972.jpg,white,embroidered,RTW | SHALWAR,1359,CAMBRIC,alkaram,images_seg/7953716641972.png,clip
7953716609204,images/7953716609204.jpg,white,embroidered,RTW | SHALWAR,1619,CAMBRIC,alkaram,images_seg/7953716609204.png,clip
7953716543668,images/7953716543668.jpg,blue,solid,RTW | SHIRT & TROUSER,3699,IRISH,alkaram,images_seg/7953716543668.png,clip
7953716478132,images/7953716478132.jpg,pink,solid,RTW | SHIRT & TROUSER,3894,SEERSUCKER,alkaram,images_seg/7953716478132.png,clip
7953716347060,images/7953716347060.jpg,pink,printed,RTW | SHIRT,2919,JACQUARD,alkaram,images_seg/7953716347060.png,clip
7953716281524,images/7953716281524.jpg,beige,printed,RTW | KURTI,3244,JACQUARD,alkaram,images_seg/7953716281524.png,clip
7953716215988,images/7953716215988.jpg,purple,embroidered,"RTW | SHIRT, CULOTTE & DUPATTA",5259,IRISH,alkaram,images_seg/7953716215988.png,clip
7949298958516,images/7949298958516.jpg,blue,embroidered,RTW | SHIRT & TROUSER,3569,JACQUARD,alkaram,images_seg/7949298958516.png,clip
7949298892980,images/7949298892980.jpg,beige,printed,RTW | SHIRT & CULOTTE,4414,JACQUARD,alkaram,images_seg/7949298892980.png,clip
7949298860212,images/7949298860212.jpg,white,embroidered,"RTW | SHIRT, TROUSER & DUPATTA",12994,JACQUARD,alkaram,images_seg/7949298860212.png,clip
7949101891764,images/7949101891764.jpg,pink,printed,RTW | KURTI,2399,JACQUARD,alkaram,images_seg/7949101891764.png,clip
7949101760692,images/7949101760692.jpg,black,embroidered,RTW | SHIRT & DUPATTA,5584,DOBBY,alkaram,images_seg/7949101760692.png,clip
7949101662388,images/7949101662388.jpg,red,embroidered,RTW | SHIRT & DUPATTA,4219,JULAHE FABRIC,alkaram,images_seg/7949101662388.png,clip
7949101564084,images/7949101564084.jpg,white,embroidered,"RTW | SHIRT, TROUSER & DUPATTA",9744,LAWN,alkaram,images_seg/7949101564084.png,clip
7948668141748,images/7948668141748.jpg,green,embroidered,"RTW | SHIRT, TROUSER & DUPATTA",9744,LAWN,alkaram,images_seg/7948668141748.png,clip
7948668076212,images/7948668076212.jpg,orange,embroidered,RTW | SHIRT & TROUSER,7144,LAWN,alkaram,images_seg/7948668076212.png,clip
7948668010676,images/7948668010676.jpg,pink,embroidered,RTW | KURTI,3353,IRISH,alkaram,images_seg/7948668010676.png,clip
7948667977908,images/7948667977908.jpg,black,embroidered,"RTW | SHIRT, TROUSER & DUPATTA",8125,LAWN,alkaram,images_seg/7948667977908.png,clip
7948667945140,images/7948667945140.jpg,grey,embroidered,"RTW | SHIRT, TROUSER & DUPATTA",6364,DOBBY,alkaram,images_seg/7948667945140.png,clip
7948667879604,images/7948667879604.jpg,black,embroidered,RTW | CULOTTES,1489,IRISH,alkaram,images_seg/7948667879604.png,clip
